"tag","quad","dx","dy","gx","gy","fam","gen","epitsp","species","status","data","dap","alt","qindex","subquad","nfuste","arv_key0","arv_key","dbhcm","tagchar"
"20547","I00",15.3,12,175.300000190735,12,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-05","82","10","15x10","I00quad_15x10",1,"arv_20547","arv_20547.1",8.2,"020547"
"20548","F15",16.3,12.7,116.299999237061,312.699999809265,"Fabaceae","Andira","anthelmia","Andira anthelmia","NE","2009-06-03",NA,NA,"15x10","F15quad_15x10",1,"arv_20548","arv_20548.1",NA,"020548"
"20549","I00",16.8,11.8,176.799999237061,11.8000001907349,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","A","2009-06-05","124","12","15x10","I00quad_15x10",1,"arv_20549","arv_20549.1",12.4,"020549"
"20550","F15",15.7,8.4,115.699999809265,308.39999961853,"Fabaceae","Andira","anthelmia","Andira anthelmia","A","2009-06-03","86","8","15x5","F15quad_15x5",1,"arv_20550","arv_20550.1",8.6,"020550"
"20551","I00",13.4,14.1,173.39999961853,14.1000003814697,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-05","102; 64","7","10x10","I00quad_10x10",2,"arv_20551","arv_20551.1",10.2,"020551"
"20552","F15",18.6,7,118.60000038147,307,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","A","2009-06-03","360","20","15x5","F15quad_15x5",1,"arv_20552","arv_20552.1",36,"020552"
"20553","I00",16.8,13.5,176.799999237061,13.5,"Fabaceae","Andira","anthelmia","Andira anthelmia","A","2009-06-05","99","10","15x10","I00quad_15x10",1,"arv_20553","arv_20553.1",9.9,"020553"
"20554","F15",19.1,7.4,119.10000038147,307.400000095367,"Fabaceae","Andira","anthelmia","Andira anthelmia","A","2009-06-03","121","10","15x5","F15quad_15x5",1,"arv_20554","arv_20554.1",12.1,"020554"
"20555","I00",16.3,13.8,176.299999237061,13.8000001907349,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","A","2009-06-05","210","15","15x10","I00quad_15x10",1,"arv_20555","arv_20555.1",21,"020555"
"20556","F15",19.9,6.7,119.89999961853,306.699999809265,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-03","42; 42; 32; 28","7","15x5","F15quad_15x5",4,"arv_20556","arv_20556.1",4.2,"020556"
"20557","I00",19,12.5,179,12.5,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-05","57; 53","7","15x10","I00quad_15x10",2,"arv_20557","arv_20557.1",5.7,"020557"
"20558","F15",17.6,4.4,117.60000038147,304.400000095367,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-03","75","8","15x0","F15quad_15x0",1,"arv_20558","arv_20558.1",7.5,"020558"
"20559","I00",14,17.7,174,17.7000007629395,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-05","96","11","10x15","I00quad_10x15",1,"arv_20559","arv_20559.1",9.6,"020559"
"20560","F15",19,2.1,119,302.099999904633,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-03","98; 73; 33; 25","9","15x0","F15quad_15x0",4,"arv_20560","arv_20560.1",9.8,"020560"
"20561","I00",10.3,16.8,170.300000190735,16.7999992370605,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","A","2009-06-05","170","14","10x15","I00quad_10x15",1,"arv_20561","arv_20561.1",17,"020561"
"20562","F15",19.8,1.5,119.799999237061,301.5,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-03","73; 59; 22","9","15x0","F15quad_15x0",3,"arv_20562","arv_20562.1",7.3,"020562"
"20563","I00",16.6,19.6,176.60000038147,19.6000003814697,"Clusiaceae","Calophyllum","brasiliense","Calophyllum brasiliense","A","2009-06-05","347","15","15x15","I00quad_15x15",1,"arv_20563","arv_20563.1",34.7,"020563"
"20564","H07",11,6.9,151,146.900000095367,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-06-22","78","9","10x5","H07quad_10x5",1,"arv_20564","arv_20564.1",7.8,"020564"
"20565","I01",19.2,1.8,179.200000762939,21.7999999523163,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","A","2009-06-05","310","20","15x0","I01quad_15x0",1,"arv_20565","arv_20565.1",31,"020565"
"20566","H07",10.8,4.8,150.800000190735,144.800000190735,"Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","A","2009-06-22","120","10","10x0","H07quad_10x0",1,"arv_20566","arv_20566.1",12,"020566"
"20567","I01",13.7,0.9,173.699999809265,20.8999999761581,"Fabaceae","Albizia","pedicellaris","Albizia pedicellaris","A","2009-06-05","168","15","10x0","I01quad_10x0",1,"arv_20567","arv_20567.1",16.8,"020567"
"20568","H07",13.2,7.5,153.199999809265,147.5,"Myrtaceae","Psidium","cattleyanum","Psidium cattleyanum","A","2009-06-22","164","13","10x5","H07quad_10x5",1,"arv_20568","arv_20568.1",16.4,"020568"
"20569","I01",11.9,0.8,171.89999961853,20.8000000119209,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-06-05","74","15","10x0","I01quad_10x0",1,"arv_20569","arv_20569.1",7.4,"020569"
"20570","H07",13,4.8,153,144.800000190735,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","55","6","10x0","H07quad_10x0",1,"arv_20570","arv_20570.1",5.5,"020570"
"20571","I01",10.5,0.9,170.5,20.8999999761581,"Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","A","2009-06-05","112; 26; 19; 20","8","10x0","I01quad_10x0",4,"arv_20571","arv_20571.1",11.2,"020571"
"20572","H07",13.8,8.3,153.800000190735,148.300000190735,"Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","A","2009-06-22","67","9","10x5","H07quad_10x5",1,"arv_20572","arv_20572.1",6.7,"020572"
"20573","I01",10.5,2.3,170.5,22.2999999523163,"Fabaceae","Albizia","pedicellaris","Albizia pedicellaris","A","2009-06-05","855","10","10x0","I01quad_10x0",1,"arv_20573","arv_20573.1",85.5,"020573"
"20574","H07",6.7,14.8,146.699999809265,154.800000190735,"Peraceae","Pera","glabrata","Pera glabrata","D","2009-06-22",NA,NA,"5x10","H07quad_5x10",1,"arv_20574","arv_20574.1",NA,"020574"
"20575","I01",9.4,2,169.39999961853,22,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-05","86","11","5x0","I01quad_5x0",1,"arv_20575","arv_20575.1",8.6,"020575"
"20576","H07",14.1,5,154.10000038147,145,"Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","A","2009-06-22","202","13","10x5","H07quad_10x5",1,"arv_20576","arv_20576.1",20.2,"020576"
"20577","I01",3.4,1.5,163.400000095367,21.5,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-06-05","91","12","0x0","I01quad_0x0",1,"arv_20577","arv_20577.1",9.1,"020577"
"20578","H07",15.7,8.4,155.699999809265,148.39999961853,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-06-22","80","10","15x5","H07quad_15x5",1,"arv_20578","arv_20578.1",8,"020578"
"20579","I01",1.8,1.8,161.799999952316,21.7999999523163,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-05","175; 76","8","0x0","I01quad_0x0",2,"arv_20579","arv_20579.1",17.5,"020579"
"20580","H07",15,8.2,155,148.199999809265,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","79","11","15x5","H07quad_15x5",1,"arv_20580","arv_20580.1",7.9,"020580"
"20581","I01",7.1,4.4,167.099999904633,24.4000000953674,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-05","70; 32; 26; 23","8","5x0","I01quad_5x0",4,"arv_20581","arv_20581.1",7,"020581"
"20582","H07",15.4,10.7,155.39999961853,150.699999809265,"Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","A","2009-06-22","136; 27","10","15x10","H07quad_15x10",2,"arv_20582","arv_20582.1",13.6,"020582"
"20583","I01",8,6,168,26,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","A","2009-06-05","81","6","5x5","I01quad_5x5",1,"arv_20583","arv_20583.1",8.1,"020583"
"20584","H07",14.9,7.5,154.89999961853,147.5,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","A","2009-06-22","60","6","10x5","H07quad_10x5",1,"arv_20584","arv_20584.1",6,"020584"
"20585","I01",10.5,7.3,170.5,27.3000001907349,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-05","84","8","10x5","I01quad_10x5",1,"arv_20585","arv_20585.1",8.4,"020585"
"20586","H07",16.5,7,156.5,147,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","84","9","15x5","H07quad_15x5",1,"arv_20586","arv_20586.1",8.4,"020586"
"20588","H07",16.7,7.1,156.700000762939,147.099999904633,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","55","6","15x5","H07quad_15x5",1,"arv_20588","arv_20588.1",5.5,"020588"
"20589","I01",12.2,9.7,172.199999809265,29.6999998092651,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-05","64","6","10x5","I01quad_10x5",1,"arv_20589","arv_20589.1",6.4,"020589"
"20590","H07",19.5,6,159.5,146,"Malpighiaceae","Byrsonima","ligustrifolia","Byrsonima ligustrifolia","A","2009-06-22","56","6","15x5","H07quad_15x5",1,"arv_20590","arv_20590.1",5.6,"020590"
"20591","I01",11.1,13.7,171.10000038147,33.6999998092651,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-05","96","9","10x10","I01quad_10x10",1,"arv_20591","arv_20591.1",9.6,"020591"
"20592","H07",19.8,4.8,159.799999237061,144.800000190735,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","71","9","15x0","H07quad_15x0",1,"arv_20592","arv_20592.1",7.1,"020592"
"20594","H07",17,10,157,150,"Myrtaceae","Myrcia","brasiliensis","Myrcia brasiliensis","A","2009-06-22","110","13","15x10","H07quad_15x10",1,"arv_20594","arv_20594.1",11,"020594"
"20596","H07",16.6,11.5,156.60000038147,151.5,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","63","10","15x10","H07quad_15x10",1,"arv_20596","arv_20596.1",6.3,"020596"
"20597","I01",17.9,9.7,177.89999961853,29.6999998092651,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","NE","2009-06-05",NA,NA,"15x5","I01quad_15x5",1,"arv_20597","arv_20597.1",NA,"020597"
"20598","H07",15,14.6,155,154.60000038147,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","A","2009-06-22","96; 25; 18; 15","7","15x10","H07quad_15x10",4,"arv_20598","arv_20598.1",9.6,"020598"
"20599","I01",16.2,5.8,176.200000762939,25.8000001907349,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-06-05","94","10","15x5","I01quad_15x5",1,"arv_20599","arv_20599.1",9.4,"020599"
"20600","H07",14.6,14.6,154.60000038147,154.60000038147,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","63","6","10x10","H07quad_10x10",1,"arv_20600","arv_20600.1",6.3,"020600"
"20601","I01",19.4,9.1,179.39999961853,29.1000003814697,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-06-05","110","10","15x5","I01quad_15x5",1,"arv_20601","arv_20601.1",11,"020601"
"20602","H07",13.8,12.2,153.800000190735,152.199999809265,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","63","9","10x10","H07quad_10x10",1,"arv_20602","arv_20602.1",6.3,"020602"
"20605","J01",0.2,15.3,180.20000000298,35.3000001907349,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","A","2009-06-13","78","8","0x15","J01quad_0x15",1,"arv_20605","arv_20605.1",7.8,"020605"
"20607","I01",18,19.8,178,39.7999992370605,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","A","2009-06-05","125","12","15x15","I01quad_15x15",1,"arv_20607","arv_20607.1",12.5,"020607"
"20608","H07",11.5,15,151.5,155,"Myrtaceae","Eugenia","umbelliflora","Eugenia umbelliflora","A","2009-06-22","120","11","10x15","H07quad_10x15",1,"arv_20608","arv_20608.1",12,"020608"
"20609","I01",17.8,17.5,177.799999237061,37.5,"Arecaceae","Euterpe","edulis","Euterpe edulis","NE","2009-06-05",NA,NA,"15x15","I01quad_15x15",1,"arv_20609","arv_20609.1",NA,"020609"
"20610","H07",17.1,11.5,157.10000038147,151.5,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-22","57","9","15x10","H07quad_15x10",1,"arv_20610","arv_20610.1",5.7,"020610"
"20612","H07",18.6,12.4,158.60000038147,152.39999961853,"Lauraceae","Ocotea","pulchella","Ocotea pulchella","A","2009-06-22","246; 227","16","15x10","H07quad_15x10",2,"arv_20612","arv_20612.1",24.6,"020612"
"20613","I01",12.9,11.1,172.89999961853,31.1000003814697,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","A","2009-06-05","74","5","10x10","I01quad_10x10",1,"arv_20613","arv_20613.1",7.4,"020613"
"20614","H07",19.2,11.8,159.200000762939,151.800000190735,"Myrtaceae","Eugenia","umbelliflora","Eugenia umbelliflora","A","2009-06-22","64","9","15x10","H07quad_15x10",1,"arv_20614","arv_20614.1",6.4,"020614"
"20615","I01",11.9,16.5,171.89999961853,36.5,"Clusiaceae","Calophyllum","brasiliense","Calophyllum brasiliense","A","2009-06-05","329","10","10x15","I01quad_10x15",1,"arv_20615","arv_20615.1",32.9,"020615"
"20616","H07",19.5,13,159.5,153,"Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","A","2009-06-22","129","12","15x10","H07quad_15x10",1,"arv_20616","arv_20616.1",12.9,"020616"
"20617","I01",11.2,15.3,171.199999809265,35.3000001907349,"Fabaceae","Ormosia","arborea","Ormosia arborea","A","2009-06-05","77","6","10x15","I01quad_10x15",1,"arv_20617","arv_20617.1",7.7,"020617"
"20618","H07",17.7,1.4,157.700000762939,141.399999976158,"Fabaceae","Andira","anthelmia","Andira anthelmia","A","2009-06-22","105","8","15x0","H07quad_15x0",1,"arv_20618","arv_20618.1",10.5,"020618"
"20619","I01",10.1,15.3,170.10000038147,35.3000001907349,"Lauraceae","Aiouea","saligna","Aiouea saligna","A","2009-06-05","302","15","10x15","I01quad_10x15",1,"arv_20619","arv_20619.1",30.2,"020619"
"20620","J00",1.1,19.6,181.100000023842,19.6000003814697,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-11","86","10","0x15","J00quad_0x15",1,"arv_20620","arv_20620.1",8.6,"020620"
"20621","I01",10.6,7.6,170.60000038147,27.5999999046326,"Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","A","2009-06-05","195","12","10x5","I01quad_10x5",1,"arv_20621","arv_20621.1",19.5,"020621"
"20622","J00",4.2,18.8,184.199999809265,18.7999992370605,"Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","NE","2009-06-11",NA,NA,"0x15","J00quad_0x15",1,"arv_20622","arv_20622.1",NA,"020622"
"20623","I01",11.9,19.3,171.89999961853,39.2999992370605,"Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","D","2009-06-05",NA,NA,"10x15","I01quad_10x15",1,"arv_20623","arv_20623.1",NA,"020623"
"20624","J00",4.6,17.3,184.599999904633,17.2999992370605,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","A","2009-06-11","166","8","0x15","J00quad_0x15",1,"arv_20624","arv_20624.1",16.6,"020624"
"20625","I01",7.9,19.1,167.900000095367,39.1000003814697,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-05","89","12","5x15","I01quad_5x15",1,"arv_20625","arv_20625.1",8.9,"020625"
"20626","J00",5.7,16.7,185.699999809265,16.7000007629395,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-11","46; 35","6","5x15","J00quad_5x15",2,"arv_20626","arv_20626.1",4.6,"020626"
"20627","I01",7.1,18.1,167.099999904633,38.1000003814697,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-05","68","7","5x15","I01quad_5x15",1,"arv_20627","arv_20627.1",6.8,"020627"
"20628","J00",9.7,18.6,189.699999809265,18.6000003814697,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-11","21; 53; 27","7","5x15","J00quad_5x15",3,"arv_20628","arv_20628.1",2.1,"020628"
"20629","I01",17.5,10.4,177.5,30.3999996185303,"Fabaceae","Andira","anthelmia","Andira anthelmia","A","2009-06-05","110","10","15x10","I01quad_15x10",1,"arv_20629","arv_20629.1",11,"020629"
"20630","J00",9.6,14.6,189.60000038147,14.6000003814697,"Fabaceae","Andira","anthelmia","Andira anthelmia","A","2009-06-11","198","10","5x10","J00quad_5x10",1,"arv_20630","arv_20630.1",19.8,"020630"
"20631","I01",8.2,15.3,168.199999809265,35.3000001907349,"Fabaceae","Andira","anthelmia","Andira anthelmia","A","2009-06-05","145","8","5x15","I01quad_5x15",1,"arv_20631","arv_20631.1",14.5,"020631"
"20633","I01",4.4,13.9,164.400000095367,33.8999996185303,"Lauraceae","Ocotea","venulosa","Ocotea venulosa","A","2009-06-05","264; 50; 29","20","0x10","I01quad_0x10",3,"arv_20633","arv_20633.1",26.4,"020633"
"20634","J00",8.2,11.5,188.199999809265,11.5,"Urticaceae","Cecropia","pachystachya","Cecropia pachystachya","NE","2009-06-11",NA,NA,"5x10","J00quad_5x10",1,"arv_20634","arv_20634.1",NA,"020634"
"20635","I01",5.4,17.8,165.400000095367,37.7999992370605,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-06-05","216","15","5x15","I01quad_5x15",1,"arv_20635","arv_20635.1",21.6,"020635"
"20636","J00",4.3,10.3,184.300000190735,10.3000001907349,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","A","2009-06-11","186","8","0x10","J00quad_0x10",1,"arv_20636","arv_20636.1",18.6,"020636"
"20637","I01",1.3,18,161.299999952316,38,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-05","80","8","0x15","I01quad_0x15",1,"arv_20637","arv_20637.1",8,"020637"
"20638","J00",4.1,11.3,184.099999904633,11.3000001907349,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-11","77","7","0x10","J00quad_0x10",1,"arv_20638","arv_20638.1",7.7,"020638"
"20639","I01",2.9,14.2,162.900000095367,34.1999998092651,"Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","A","2009-06-05","250","15","0x10","I01quad_0x10",1,"arv_20639","arv_20639.1",25,"020639"
"20640","J01",1.5,11.9,181.5,31.8999996185303,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","NE","2009-06-13",NA,NA,"0x10","J01quad_0x10",1,"arv_20640","arv_20640.1",NA,"020640"
"20641","I01",3.5,14.3,163.5,34.3000001907349,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-05","77","15","0x10","I01quad_0x10",1,"arv_20641","arv_20641.1",7.7,"020641"
"20642","J00",1.1,6.5,181.100000023842,6.5,"Clusiaceae","Calophyllum","brasiliense","Calophyllum brasiliense","A","2009-06-11","380","15","0x5","J00quad_0x5",1,"arv_20642","arv_20642.1",38,"020642"
"20643","I01",14.2,19.5,174.199999809265,39.5,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-05","93; 44; 32","8","10x15","I01quad_10x15",3,"arv_20643","arv_20643.1",9.3,"020643"
"20644","J00",2.2,6,182.200000047684,6,"Myrtaceae","Eugenia","umbelliflora","Eugenia umbelliflora","A","2009-06-11","40","10","0x5","J00quad_0x5",1,"arv_20644","arv_20644.1",4,"020644"
"20645","I02",15.9,2,175.89999961853,42,"Fabaceae","Andira","anthelmia","Andira anthelmia","A","2009-06-08","160","12","15x0","I02quad_15x0",1,"arv_20645","arv_20645.1",16,"020645"
"20646","J00",0.6,5.7,180.600000023842,5.69999980926514,"Myrtaceae","Eugenia","umbelliflora","Eugenia umbelliflora","A","2009-06-11","120","9","0x5","J00quad_0x5",1,"arv_20646","arv_20646.1",12,"020646"
"20647","I02",9.4,2.1,169.39999961853,42.0999999046326,"Sapotaceae","Manilkara","subsericea","Manilkara subsericea","A","2009-06-08","209","13","5x0","I02quad_5x0",1,"arv_20647","arv_20647.1",20.9,"020647"
"20648","J00",2.7,0.7,182.700000047684,0.699999988079071,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-11","90","8","0x0","J00quad_0x0",1,"arv_20648","arv_20648.1",9,"020648"
"20649","I02",7.8,2.7,167.800000190735,42.7000000476837,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-08","54; 41; 35; 28","6","5x0","I02quad_5x0",4,"arv_20649","arv_20649.1",5.4,"020649"
"20650","J00",3,2.8,183,2.79999995231628,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-06-11","156","15","0x0","J00quad_0x0",1,"arv_20650","arv_20650.1",15.6,"020650"
"20651","I02",7.8,0.7,167.800000190735,40.6999999880791,"Fabaceae","Ormosia","arborea","Ormosia arborea","A","2009-06-08","166","10","5x0","I02quad_5x0",1,"arv_20651","arv_20651.1",16.6,"020651"
"20652","J00",4.1,1.2,184.099999904633,1.20000004768372,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-11","50; 46; 47","5","0x0","J00quad_0x0",3,"arv_20652","arv_20652.1",5,"020652"
"20653","I02",2.2,2.1,162.200000047684,42.0999999046326,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-08","78","3","0x0","I02quad_0x0",1,"arv_20653","arv_20653.1",7.8,"020653"
"20655","I01",3.2,1.2,163.200000047684,21.2000000476837,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","NE","2009-06-05",NA,NA,"0x0","I01quad_0x0",1,"arv_20655","arv_20655.1",NA,"020655"
"20656","J00",9.8,3.7,189.800000190735,3.70000004768372,"Aquifoliaceae","Ilex","dumosa","Ilex dumosa","A","2009-06-11","58","6","5x0","J00quad_5x0",1,"arv_20656","arv_20656.1",5.8,"020656"
